month,year,temp,dew,humidity,precip,windspeed,conditions
Jun,2021,21.3,18.2,82.9,13.754,20.3,"Rain, Partially cloudy"
Jun,2021,23.5,18.6,75.2,0.0,22.3,Partially cloudy
Jul,2021,25.4,18.1,66.2,0.0,20.4,Partially cloudy
Jul,2021,23.1,18.9,77.4,1.625,25.7,"Rain, Partially cloudy"
Jul,2021,24.8,18.9,71.4,0.0,25.7,Partially cloudy
Jul,2021,25.7,19.0,69.3,0.0,27.6,Partially cloudy
Jul,2021,25.6,19.5,70.5,0.498,27.5,"Rain, Partially cloudy"
Jul,2021,24.4,17.9,69.5,0.0,27.6,Partially cloudy
Jul,2021,25.1,16.8,63.5,0.0,20.3,Partially cloudy
Jul,2021,26.8,16.5,56.8,0.0,22.2,Partially cloudy
Jul,2021,27.4,16.3,53.0,0.0,24.1,Partially cloudy
Jul,2021,27.0,17.6,59.6,0.0,24.0,Partially cloudy
Jul,2021,24.4,18.3,69.6,1.553,27.6,"Rain, Partially cloudy"
Jul,2021,24.1,17.5,69.5,7.34,36.7,"Rain, Partially cloudy"
Jul,2021,25.2,15.7,58.4,0.0,31.6,Partially cloudy
Jul,2021,25.7,15.5,55.8,0.0,40.5,Partially cloudy
Jul,2021,27.1,15.8,52.2,4.411,35.2,"Rain, Partially cloudy"
Jul,2021,25.1,18.8,70.2,15.106,25.6,"Rain, Partially cloudy"
Jul,2021,27.2,18.8,62.8,0.0,29.4,Partially cloudy
Jul,2021,26.6,17.8,60.8,0.141,29.3,"Rain, Partially cloudy"
Jul,2021,24.8,18.5,69.6,32.447,31.4,"Rain, Partially cloudy"
Jul,2021,23.6,17.1,68.8,0.0,18.3,Partially cloudy
Jul,2021,22.7,14.1,60.7,0.0,16.5,Partially cloudy
Jul,2021,24.3,14.8,58.8,0.0,31.4,Partially cloudy
Jul,2021,25.9,16.8,59.3,0.0,29.4,Partially cloudy
Jul,2021,28.2,16.8,52.0,0.0,22.1,Partially cloudy
Jul,2021,29.2,16.7,48.8,0.15,24.0,"Rain, Partially cloudy"
Jul,2021,27.3,15.9,52.2,0.0,31.5,Partially cloudy
Jul,2021,27.8,14.5,49.3,0.0,18.2,Partially cloudy
Jul,2021,27.1,15.5,49.9,0.0,35.1,Partially cloudy
Jul,2021,26.8,16.5,55.8,0.0,20.4,Partially cloudy
Jul,2021,27.4,16.2,52.5,1.402,27.4,"Rain, Partially cloudy"
Jul,2021,28.4,15.9,50.4,0.0,22.2,Partially cloudy
Aug,2021,23.7,18.2,72.6,3.376,34.9,"Rain, Partially cloudy"
Aug,2021,23.6,14.2,59.5,0.0,18.3,Partially cloudy
Aug,2021,22.5,9.8,48.7,0.0,18.3,Clear
Aug,2021,22.9,10.6,49.9,0.0,14.6,Partially cloudy
Aug,2021,27.1,13.1,44.2,0.0,29.2,Partially cloudy
Aug,2021,27.9,13.7,44.6,0.0,27.5,Clear
Aug,2021,28.2,15.9,48.9,0.0,36.9,Partially cloudy
Aug,2021,29.4,15.8,45.9,0.0,36.8,Clear
Aug,2021,30.2,16.6,46.0,0.0,31.5,Partially cloudy
Aug,2021,29.8,17.1,47.5,0.0,35.0,Partially cloudy
Aug,2021,28.9,15.4,44.7,0.0,36.8,Partially cloudy
Aug,2021,27.5,15.9,50.3,1.774,45.7,"Rain, Partially cloudy"
Aug,2021,24.9,16.9,64.5,0.044,33.3,"Rain, Partially cloudy"
Aug,2021,21.3,17.9,81.4,48.744,20.3,"Rain, Partially cloudy"
Aug,2021,23.9,17.7,70.6,0.0,14.7,Partially cloudy
Aug,2021,24.2,17.3,67.7,32.07,40.3,"Rain, Partially cloudy"
Aug,2021,21.7,17.7,78.7,6.281,25.7,"Rain, Partially cloudy"
Aug,2021,23.6,19.1,76.7,0.0,22.2,Partially cloudy
Aug,2021,27.1,19.9,67.6,0.0,25.8,Partially cloudy
Aug,2021,27.3,18.1,58.8,0.0,29.4,Partially cloudy
Aug,2021,26.5,18.6,62.4,0.0,31.5,Partially cloudy
Aug,2021,26.9,17.2,57.4,0.0,33.3,Partially cloudy
Aug,2021,27.6,13.3,42.3,0.0,33.2,Partially cloudy
Aug,2021,28.1,14.5,44.8,0.0,29.3,Partially cloudy
Aug,2021,28.0,15.4,47.8,0.0,27.6,Partially cloudy
Aug,2021,26.1,15.9,55.8,0.0,24.0,Clear
Aug,2021,26.3,16.2,56.5,0.0,18.3,Partially cloudy
Aug,2021,26.2,16.9,58.9,0.0,25.8,Partially cloudy
Aug,2021,25.2,16.0,58.6,0.0,18.2,Partially cloudy
Aug,2021,25.2,16.6,62.1,0.0,20.3,Partially cloudy
Aug,2021,27.1,16.3,54.4,0.0,18.3,Partially cloudy
Sep,2021,28.5,16.5,49.9,0.0,29.4,Partially cloudy
Sep,2021,27.6,17.8,56.7,0.787,25.7,"Rain, Partially cloudy"
Sep,2021,27.7,17.7,56.3,0.0,27.4,Partially cloudy
Sep,2021,26.4,17.1,57.8,0.141,24.1,"Rain, Partially cloudy"
Sep,2021,23.7,18.7,74.2,0.0,12.9,Partially cloudy
Sep,2021,25.3,16.8,64.1,0.0,16.5,Partially cloudy
Sep,2021,28.0,14.0,45.9,0.0,20.3,Partially cloudy
Sep,2021,25.0,15.3,56.5,0.0,25.9,Partially cloudy
Sep,2021,25.6,14.1,51.6,0.0,24.0,Clear
Sep,2021,28.7,10.7,36.5,0.0,27.4,Clear
Sep,2021,27.5,9.6,35.1,0.0,25.8,Clear
Sep,2021,24.9,8.8,38.6,0.0,22.3,Clear
Sep,2021,23.6,11.0,46.7,0.0,29.4,Clear
Sep,2021,24.3,13.3,54.2,0.0,25.7,Clear
Sep,2021,24.2,14.8,58.1,0.063,18.4,"Rain, Partially cloudy"
Sep,2021,24.8,13.7,52.2,0.0,29.4,Clear
Sep,2021,25.8,12.8,47.5,0.0,24.0,Partially cloudy
Sep,2021,25.5,14.7,53.2,0.0,22.2,Partially cloudy
Sep,2021,26.0,11.6,45.0,0.0,31.5,Clear
Sep,2021,28.3,9.4,33.0,0.0,35.1,Clear
Sep,2021,20.0,5.0,38.6,0.0,37.0,Partially cloudy
Sep,2021,17.3,2.7,41.5,0.0,20.4,Clear
Sep,2021,20.3,0.6,29.9,0.0,31.6,Partially cloudy
Sep,2021,21.4,2.8,31.2,0.0,29.4,Partially cloudy
Sep,2021,21.6,4.0,34.8,0.0,25.7,Partially cloudy
Sep,2021,23.0,6.2,35.7,0.0,31.5,Partially cloudy
Sep,2021,21.7,11.7,55.3,8.607,46.2,"Rain, Partially cloudy"
Sep,2021,22.5,11.5,55.6,4.991,33.4,"Rain, Partially cloudy"
Sep,2021,22.6,8.9,45.6,0.0,33.4,Clear
Sep,2021,18.0,11.7,67.3,0.791,29.4,"Rain, Partially cloudy"
Oct,2021,17.5,14.1,81.8,13.492,25.8,"Rain, Partially cloudy"
Oct,2021,17.2,11.0,71.1,0.665,16.5,"Rain, Partially cloudy"
Oct,2021,18.7,8.7,58.3,0.0,12.8,Clear
Oct,2021,20.7,8.7,50.7,0.0,14.7,Partially cloudy
Oct,2021,20.6,9.2,51.4,0.0,22.1,Clear
Oct,2021,19.2,6.8,47.5,0.0,29.5,Partially cloudy
Oct,2021,22.4,7.2,43.3,0.0,27.7,Partially cloudy
Oct,2021,24.9,7.9,36.6,0.0,27.7,Partially cloudy
Oct,2021,26.5,7.9,33.4,0.0,37.1,Partially cloudy
Oct,2021,20.5,7.8,47.5,0.0,57.6,Partially cloudy
Oct,2021,15.8,3.0,50.4,0.0,27.7,Clear
Oct,2021,21.5,8.8,47.8,0.0,42.3,Partially cloudy
Oct,2021,18.1,1.8,35.9,1.082,44.5,"Rain, Partially cloudy"
Oct,2021,17.1,0.0,36.7,0.0,33.4,Clear
Oct,2021,11.6,-0.1,47.8,0.0,33.4,Clear
Oct,2021,11.5,-2.7,42.8,0.0,14.7,Clear
Oct,2021,13.4,-4.0,33.6,0.0,25.8,Partially cloudy
Oct,2021,16.6,2.3,39.7,0.0,31.6,Partially cloudy
Oct,2021,20.7,5.8,44.4,0.0,36.9,Clear
Oct,2021,17.4,3.8,44.2,0.0,23.9,Clear
Oct,2021,17.9,7.7,52.3,0.0,24.0,Partially cloudy
Oct,2021,20.4,13.6,67.9,0.0,25.8,Partially cloudy
Oct,2021,23.4,12.5,54.4,0.0,36.9,Partially cloudy
Oct,2021,21.6,3.9,36.9,0.0,35.1,Partially cloudy
Oct,2021,19.5,3.4,39.3,0.0,25.7,Clear
Oct,2021,23.7,7.2,41.2,0.0,44.7,Clear
Oct,2021,14.3,-3.9,30.0,0.0,57.4,Clear
Oct,2021,12.5,-5.7,28.8,0.0,40.7,Clear
Oct,2021,13.3,-3.3,33.8,0.0,27.6,Clear
Oct,2021,15.8,-3.3,31.6,0.0,25.8,Clear
Oct,2021,12.6,1.5,47.4,0.0,33.3,Partially cloudy
Nov,2021,11.6,4.3,63.1,0.0,18.4,Partially cloudy
Nov,2021,7.4,3.1,75.0,0.0,24.1,Overcast
Nov,2021,6.4,2.8,78.2,0.0,20.4,Overcast
Nov,2021,9.0,1.8,63.2,0.0,16.5,Partially cloudy
Nov,2021,10.3,3.8,68.1,0.0,27.6,Clear
Nov,2021,13.9,4.4,58.6,0.0,27.5,Partially cloudy
Nov,2021,16.2,3.7,47.7,0.0,25.9,Clear
Nov,2021,17.6,5.9,50.0,0.0,24.0,Partially cloudy
Nov,2021,15.8,5.8,53.3,0.0,22.3,Partially cloudy
Nov,2021,16.7,3.5,48.7,0.0,40.5,Partially cloudy
Nov,2021,10.6,-1.3,46.0,0.0,18.2,Partially cloudy
Nov,2021,10.1,-5.2,35.9,0.0,37.1,Partially cloudy
Nov,2021,10.8,-4.8,35.6,0.0,37.0,Partially cloudy
Nov,2021,11.2,-2.6,39.1,0.0,33.3,Partially cloudy
Nov,2021,14.4,-3.3,35.6,0.0,18.1,Partially cloudy
Nov,2021,18.3,-7.9,20.2,0.0,35.3,Partially cloudy
Nov,2021,10.0,-7.7,28.5,0.0,38.9,Partially cloudy
Nov,2021,4.7,-14.4,25.8,0.0,23.9,Partially cloudy
Nov,2021,10.1,-7.2,29.4,0.0,35.3,Partially cloudy
Nov,2021,14.9,-3.8,33.8,0.0,35.2,Partially cloudy
Nov,2021,10.4,-3.8,37.4,0.0,40.5,Partially cloudy
Nov,2021,8.1,-5.2,43.7,0.0,25.9,Clear
Nov,2021,11.4,-3.1,39.5,0.0,33.5,Partially cloudy
Nov,2021,13.9,0.0,40.6,0.0,36.8,Partially cloudy
Nov,2021,6.4,-7.9,36.3,0.0,37.0,Partially cloudy
Nov,2021,8.9,-9.0,29.8,0.0,36.9,Partially cloudy
Nov,2021,9.1,-1.1,53.9,7.612,22.1,"Rain, Partially cloudy"
Nov,2021,7.7,-1.6,54.8,1.929,20.5,"Snow, Rain"
Nov,2021,11.0,-1.1,49.4,0.0,20.4,Clear
Nov,2021,10.7,-1.6,47.0,0.0,18.3,Partially cloudy
Dec,2021,10.7,-1.9,47.2,0.0,16.5,Clear
Dec,2021,11.8,-4.0,39.6,0.0,18.4,Partially cloudy
Dec,2021,15.0,-0.2,40.4,0.0,33.4,Partially cloudy
Dec,2021,9.6,-0.1,52.5,0.0,25.8,Partially cloudy
Dec,2021,13.5,-2.8,39.2,0.0,42.5,Partially cloudy
Dec,2021,2.9,-10.8,37.1,0.0,48.1,Partially cloudy
Dec,2021,6.9,-8.8,33.2,0.0,27.3,Partially cloudy
Dec,2021,11.3,-4.7,36.6,0.0,31.8,Partially cloudy
Dec,2021,15.3,-5.3,25.0,0.0,39.0,Partially cloudy
Dec,2021,16.4,-1.9,29.2,0.0,61.1,Partially cloudy
Dec,2021,4.6,-10.6,37.7,0.0,24.0,Partially cloudy
Dec,2021,9.6,-9.3,27.1,0.0,35.1,Clear
Dec,2021,11.5,-4.9,33.0,0.0,27.5,Partially cloudy
Dec,2021,14.2,-1.8,37.2,0.0,27.8,Partially cloudy
Dec,2021,16.7,5.7,55.4,0.0,55.3,Partially cloudy
Dec,2021,7.4,-6.7,37.5,0.0,25.9,Partially cloudy
Dec,2021,11.3,1.4,52.0,0.0,22.2,Overcast
Dec,2021,4.1,-11.4,32.0,0.0,29.6,Partially cloudy
Dec,2021,1.9,-12.5,36.5,0.0,27.7,Partially cloudy
Dec,2021,4.1,-7.8,45.8,0.0,23.9,Clear
Dec,2021,6.0,-12.5,32.2,0.0,33.3,Partially cloudy
Dec,2021,6.6,-13.2,26.0,0.0,16.4,Partially cloudy
Dec,2021,12.7,-8.0,24.6,0.0,35.3,Partially cloudy
Dec,2021,17.0,-0.9,31.7,0.0,62.7,Partially cloudy
Dec,2021,12.1,2.4,54.4,0.0,20.7,Partially cloudy
Dec,2021,18.6,1.6,33.9,0.0,64.4,Partially cloudy
Dec,2021,10.7,-4.5,35.7,0.0,23.7,Partially cloudy
Dec,2021,13.7,-3.8,31.6,0.008,44.6,"Rain, Partially cloudy"
Dec,2021,12.2,-7.9,24.4,0.0,40.7,Partially cloudy
Dec,2021,8.8,-5.3,37.9,0.0,33.4,Partially cloudy
Dec,2021,12.7,5.6,63.6,8.269,46.1,"Rain, Overcast"
Jan,2022,1.6,-2.6,74.1,3.807,40.5,"Snow, Rain, Partially cloudy"
Jan,2022,-5.5,-10.9,66.5,0.0,31.5,Clear
Jan,2022,1.2,-7.5,57.8,0.0,27.7,Clear
Jan,2022,8.0,-8.0,37.2,0.0,50.0,Partially cloudy
Jan,2022,5.5,-6.4,43.3,0.0,25.7,Clear
Jan,2022,-3.4,-11.3,55.6,0.0,38.8,Partially cloudy
Jan,2022,0.2,-10.4,48.5,0.0,31.6,Clear
Jan,2022,10.3,-5.7,35.1,0.0,35.3,Partially cloudy
Jan,2022,4.5,-7.6,42.5,0.0,38.8,Partially cloudy
Jan,2022,1.9,-9.7,45.2,0.0,14.5,Partially cloudy
Jan,2022,4.7,-7.7,43.7,0.0,31.6,Partially cloudy
Jan,2022,6.3,-7.7,42.3,0.0,14.7,Partially cloudy
Jan,2022,8.3,-9.7,32.0,0.0,14.8,Partially cloudy
Jan,2022,10.2,-6.8,32.2,0.0,50.1,Partially cloudy
Jan,2022,1.9,-11.1,39.0,0.0,57.6,Partially cloudy
Jan,2022,4.7,-13.5,33.0,0.0,24.1,Clear
Jan,2022,6.0,-12.1,29.2,0.0,27.7,Partially cloudy
Jan,2022,11.4,-7.7,27.8,0.0,44.2,Partially cloudy
Jan,2022,4.1,-6.3,47.6,0.0,38.9,Partially cloudy
Jan,2022,-4.8,-13.1,53.3,0.0,29.5,Partially cloudy
Jan,2022,-1.2,-12.1,45.8,0.0,29.5,Partially cloudy
Jan,2022,0.2,-9.7,49.1,0.0,14.7,Clear
Jan,2022,3.6,-5.8,55.4,0.0,16.4,Clear
Jan,2022,5.9,-5.6,48.6,0.0,20.4,Clear
Jan,2022,4.2,-6.3,47.8,0.0,40.5,Partially cloudy
Jan,2022,-3.3,-8.9,67.6,0.848,33.2,"Snow, Overcast"
Jan,2022,1.1,-5.2,66.6,0.0,25.9,Partially cloudy
Jan,2022,1.7,-8.1,53.4,0.0,29.4,Clear
Jan,2022,4.0,-13.6,34.9,0.0,27.6,Clear
Jan,2022,4.4,-11.2,32.2,0.0,16.5,Partially cloudy
Jan,2022,8.5,-4.7,42.6,0.0,24.0,Partially cloudy
Feb,2022,8.0,-6.2,37.1,0.0,29.6,Partially cloudy
Feb,2022,-3.2,-8.4,68.8,0.631,33.1,"Snow, Overcast"
Feb,2022,-10.8,-14.6,73.9,1.582,33.5,"Snow, Overcast"
Feb,2022,-7.2,-14.0,61.6,0.0,18.3,Clear
Feb,2022,0.1,-12.3,45.7,0.0,37.0,Clear
Feb,2022,3.2,-7.6,48.4,0.0,42.4,Partially cloudy
Feb,2022,2.3,-8.2,52.6,0.0,18.2,Clear
Feb,2022,7.4,-9.7,34.0,0.0,36.9,Partially cloudy
Feb,2022,6.4,-10.2,35.1,0.0,22.3,Partially cloudy
Feb,2022,8.3,-9.0,29.8,0.0,27.6,Partially cloudy
Feb,2022,9.8,-5.9,34.1,0.0,46.3,Partially cloudy
Feb,2022,2.6,-7.7,48.7,0.0,37.0,Partially cloudy
Feb,2022,4.9,-9.2,42.8,0.0,24.1,Clear
Feb,2022,9.5,-10.6,26.0,0.0,35.0,Clear
Feb,2022,13.9,-8.2,24.6,0.0,46.1,Partially cloudy
Feb,2022,16.3,-2.1,33.3,0.0,46.1,Partially cloudy
Feb,2022,2.8,-8.3,45.5,0.0,48.1,Partially cloudy
Feb,2022,3.4,-9.3,43.3,0.0,22.1,Clear
Feb,2022,7.8,-8.9,32.5,0.0,33.4,Clear
Feb,2022,13.3,-9.4,23.6,0.0,40.4,Partially cloudy
Feb,2022,13.8,-1.6,40.8,0.295,46.3,"Rain, Partially cloudy"
Feb,2022,2.4,-10.5,39.4,0.0,40.4,Partially cloudy
Feb,2022,-7.3,-17.0,46.5,0.0,38.7,Overcast
Feb,2022,-1.6,-12.5,51.5,0.0,44.6,Partially cloudy
Feb,2022,-3.8,-10.8,62.8,0.0,25.9,Partially cloudy
Feb,2022,-1.1,-10.8,51.1,0.0,14.7,Partially cloudy
Feb,2022,2.9,-13.5,34.5,0.0,16.4,Clear
Feb,2022,7.5,-13.6,22.9,0.0,27.7,Partially cloudy
Mar,2022,10.5,-11.8,21.2,0.0,16.4,Partially cloudy
Mar,2022,12.8,-10.0,22.0,0.0,16.5,Partially cloudy
Mar,2022,13.9,-6.2,26.1,0.0,24.0,Partially cloudy
Mar,2022,17.9,5.8,48.0,0.0,35.1,Partially cloudy
Mar,2022,16.5,-3.9,31.3,0.0,42.5,Clear
Mar,2022,4.6,-6.8,48.3,0.0,36.9,Partially cloudy
Mar,2022,0.1,-10.2,49.5,0.0,22.3,Partially cloudy
Mar,2022,2.8,-9.2,43.3,0.0,18.3,Partially cloudy
Mar,2022,6.3,-8.5,38.5,0.0,38.7,Clear
Mar,2022,1.5,-8.3,49.9,0.0,38.9,Clear
Mar,2022,-2.5,-12.4,50.6,0.492,38.7,"Snow, Partially cloudy"
Mar,2022,3.8,-13.9,30.8,0.0,36.9,Clear
Mar,2022,11.1,-16.2,14.9,0.0,37.0,Clear
Mar,2022,11.4,-5.2,31.9,0.0,53.2,Partially cloudy
Mar,2022,10.7,-7.3,34.2,0.0,20.4,Clear
Mar,2022,17.2,-11.2,15.6,0.0,29.4,Partially cloudy
Mar,2022,12.7,-5.3,31.2,0.0,61.1,Partially cloudy
Mar,2022,8.2,-5.2,43.7,0.0,46.3,Partially cloudy
Mar,2022,11.9,-9.1,25.6,0.0,27.6,Partially cloudy
Mar,2022,16.9,-4.2,24.5,0.0,53.4,Partially cloudy
Mar,2022,13.8,1.6,48.5,0.0,57.6,Partially cloudy
Mar,2022,6.4,-5.0,48.2,0.0,51.8,Partially cloudy
Mar,2022,6.6,-7.2,39.5,0.0,57.2,Partially cloudy
Mar,2022,10.3,-12.0,24.6,0.0,31.6,Clear
Mar,2022,15.9,-10.3,18.2,0.0,36.9,Clear
Mar,2022,14.7,-3.2,37.2,0.0,22.2,Partially cloudy
Mar,2022,20.3,-9.4,18.5,0.0,22.5,Partially cloudy
Mar,2022,20.7,-8.0,19.7,0.0,34.9,Partially cloudy
Mar,2022,23.1,-2.7,21.0,0.0,61.3,Partially cloudy
Mar,2022,11.9,-4.9,33.9,0.0,44.7,Partially cloudy
Mar,2022,10.6,-2.8,49.0,0.829,33.2,"Rain, Partially cloudy"
Apr,2022,15.6,-2.0,31.5,0.0,52.0,Partially cloudy
Apr,2022,14.0,-3.1,38.8,0.0,25.8,Clear
Apr,2022,20.9,-2.5,23.8,0.0,35.2,Partially cloudy
Apr,2022,16.4,1.5,36.8,0.0,33.5,Partially cloudy
Apr,2022,21.5,-2.3,31.7,0.0,53.5,Clear
Apr,2022,12.4,-12.7,18.0,0.0,44.4,Clear
Apr,2022,9.9,-14.9,17.3,0.0,27.5,Clear
Apr,2022,11.2,-13.9,17.6,0.0,20.5,Clear
Apr,2022,19.0,-12.8,12.4,0.0,40.6,Clear
Apr,2022,23.3,-6.2,17.5,0.0,44.5,Partially cloudy
Apr,2022,18.2,-6.2,20.0,0.0,25.9,Partially cloudy
Apr,2022,23.9,-5.5,14.4,0.0,57.6,Clear
Apr,2022,16.3,-13.2,15.0,0.0,51.5,Clear
Apr,2022,14.5,-13.6,18.5,0.0,36.7,Clear
Apr,2022,23.0,-4.3,28.0,0.0,33.2,Partially cloudy
Apr,2022,14.6,-4.1,30.1,0.0,37.1,Partially cloudy
Apr,2022,17.2,-4.9,30.0,0.0,38.7,Clear
Apr,2022,15.1,-1.0,35.9,0.0,40.6,Partially cloudy
Apr,2022,15.8,7.5,58.5,0.0,38.9,Partially cloudy
Apr,2022,23.9,2.4,42.7,0.0,49.9,Partially cloudy
Apr,2022,26.3,1.2,27.3,0.0,29.2,Clear
Apr,2022,25.2,15.0,54.2,0.0,59.4,Partially cloudy
Apr,2022,22.1,-1.3,24.8,0.0,70.4,Partially cloudy
Apr,2022,16.1,-3.1,27.3,0.0,38.9,Partially cloudy
Apr,2022,13.1,-2.2,37.0,0.0,46.3,Partially cloudy
Apr,2022,13.9,-5.2,28.4,0.0,29.5,Partially cloudy
Apr,2022,20.0,8.7,50.1,0.0,38.8,Partially cloudy
Apr,2022,24.5,5.2,43.5,0.0,46.3,Partially cloudy
Apr,2022,24.9,-0.4,33.7,0.0,42.4,Clear
Apr,2022,18.2,-6.5,19.8,0.0,31.7,Partially cloudy
May,2022,18.9,3.7,38.3,5.064,60.5,"Rain, Partially cloudy"
May,2022,23.4,4.7,45.9,0.0,38.9,Clear
May,2022,14.0,3.2,50.2,0.0,29.5,Partially cloudy
May,2022,20.9,5.2,45.1,0.0,29.4,Partially cloudy
May,2022,18.6,2.5,41.9,0.0,38.9,Partially cloudy
May,2022,22.3,-5.6,21.1,0.0,27.6,Partially cloudy
May,2022,26.4,-0.3,35.8,0.0,40.6,Partially cloudy
May,2022,29.9,-12.1,6.2,0.0,46.3,Clear
May,2022,29.7,-10.0,7.1,0.0,48.1,Clear
May,2022,27.8,10.4,41.1,12.921,42.3,"Rain, Partially cloudy"
May,2022,24.8,14.3,56.3,0.8,44.6,"Rain, Partially cloudy"
May,2022,27.9,6.8,35.2,0.0,35.0,Partially cloudy
May,2022,24.5,-4.3,18.2,0.0,27.7,Clear
May,2022,26.4,2.5,30.3,0.0,29.5,Partially cloudy
May,2022,28.1,1.7,23.2,0.0,33.5,Partially cloudy
May,2022,24.5,13.6,55.8,2.032,37.0,"Rain, Partially cloudy"
May,2022,28.0,8.0,36.7,0.0,40.7,Partially cloudy
May,2022,29.0,5.9,24.5,0.0,40.5,Clear
May,2022,28.6,4.0,32.0,0.0,27.6,Clear
May,2022,26.8,-2.0,16.0,0.0,33.5,Partially cloudy
May,2022,17.6,2.2,36.8,0.0,46.4,Clear
May,2022,15.3,0.0,37.6,0.0,37.0,Partially cloudy
May,2022,17.3,9.3,60.9,0.308,46.3,"Rain, Partially cloudy"
May,2022,15.1,11.3,78.8,55.251,40.5,"Rain, Partially cloudy"
May,2022,14.7,5.1,56.5,0.0,40.6,Partially cloudy
May,2022,21.1,6.1,43.4,0.0,25.9,Clear
May,2022,25.1,8.3,39.3,0.0,33.5,Clear
May,2022,30.5,8.0,30.7,0.0,38.7,Partially cloudy
May,2022,30.6,2.8,22.5,0.0,50.0,Partially cloudy
May,2022,29.2,3.9,23.0,0.0,42.4,Clear
